
=== TestCase7 case7\fail1\basic2 Fail execution 1 ===
{traceId=a1a9c69b2072f55a, spanId=a1a9c69b2072f55a, hostName=ts-preserve-other-service, srcName=null, src=null, host=ts-preserve-other-service, clock={"ts-preserve-other-service":1}, event=ts-preserve-other-service.PreserveOtherController.preserve, type=sr, parentId=, timestamp=1517211244718000, }
{traceId=a1a9c69b2072f55a, spanId=ef9fa9666079bf31, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":50,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":8,"ts-contacts-service":4,"ts-station-service":29,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-station-service.StationController.exist, type=sr, parentId=b216aae784bb9829, timestamp=1517211245257000, }
{traceId=a1a9c69b2072f55a, spanId=ef9fa9666079bf31, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":50,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":8,"ts-contacts-service":4,"ts-station-service":30,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-basic-service, event=ts-station-service.StationController.exist, type=ss, parentId=b216aae784bb9829, timestamp=1517211245260000, }
{traceId=a1a9c69b2072f55a, spanId=ef9fa9666079bf31, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":51,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":8,"ts-contacts-service":4,"ts-station-service":30,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=b216aae784bb9829, timestamp=1517211245261500, }
{traceId=a1a9c69b2072f55a, spanId=ffdf8d8b4eb3cb60, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":52,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":8,"ts-contacts-service":4,"ts-station-service":30,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=b216aae784bb9829, timestamp=1517211245262500, }
{traceId=a1a9c69b2072f55a, spanId=ffdf8d8b4eb3cb60, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":52,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":8,"ts-contacts-service":4,"ts-station-service":31,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-station-service.StationController.exist, type=sr, parentId=b216aae784bb9829, timestamp=1517211245264000, }
{traceId=a1a9c69b2072f55a, spanId=ffdf8d8b4eb3cb60, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":52,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":8,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-basic-service, event=ts-station-service.StationController.exist, type=ss, parentId=b216aae784bb9829, timestamp=1517211245266000, }
{traceId=a1a9c69b2072f55a, spanId=ffdf8d8b4eb3cb60, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":53,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":8,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=b216aae784bb9829, timestamp=1517211245267500, }
{traceId=a1a9c69b2072f55a, spanId=c08580260d10cf7e, hostName=ts-basic-service, destName=ts-train-service, host=ts-basic-service, clock={"ts-basic-service":54,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":8,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-train-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=b216aae784bb9829, timestamp=1517211245268500, }
{traceId=a1a9c69b2072f55a, spanId=c08580260d10cf7e, hostName=ts-train-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-train-service, clock={"ts-basic-service":54,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":9,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-train-service.TrainController.retrieve, type=sr, parentId=b216aae784bb9829, timestamp=1517211245269500, }
{traceId=a1a9c69b2072f55a, spanId=c08580260d10cf7e, hostName=ts-train-service, destName=ts-basic-service, host=ts-train-service, clock={"ts-basic-service":54,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-basic-service, event=ts-train-service.TrainController.retrieve, type=ss, parentId=b216aae784bb9829, timestamp=1517211245274500, }
{traceId=a1a9c69b2072f55a, spanId=c08580260d10cf7e, hostName=ts-basic-service, srcName=ts-train-service, src=ts-train-service, host=ts-basic-service, clock={"ts-basic-service":55,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=b216aae784bb9829, timestamp=1517211245275500, }
{traceId=a1a9c69b2072f55a, spanId=9ddb9cb0c166858a, hostName=ts-basic-service, destName=ts-route-service, host=ts-basic-service, clock={"ts-basic-service":56,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-route-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=b216aae784bb9829, timestamp=1517211245276500, }
{traceId=a1a9c69b2072f55a, spanId=9ddb9cb0c166858a, hostName=ts-route-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-route-service, clock={"ts-basic-service":56,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":9,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-route-service.RouteController.queryById, type=sr, parentId=b216aae784bb9829, timestamp=1517211245278500, }
{traceId=a1a9c69b2072f55a, spanId=9ddb9cb0c166858a, hostName=ts-route-service, destName=ts-basic-service, host=ts-route-service, clock={"ts-basic-service":56,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-basic-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=b216aae784bb9829, timestamp=1517211245282500, }
{traceId=a1a9c69b2072f55a, spanId=9ddb9cb0c166858a, hostName=ts-basic-service, srcName=ts-route-service, src=ts-route-service, host=ts-basic-service, clock={"ts-basic-service":57,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=b216aae784bb9829, timestamp=1517211245284500, }
{traceId=a1a9c69b2072f55a, spanId=57515cca849cdeea, hostName=ts-basic-service, destName=ts-price-service, host=ts-basic-service, clock={"ts-basic-service":58,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":2,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-price-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=b216aae784bb9829, timestamp=1517211245285500, }
{traceId=a1a9c69b2072f55a, spanId=57515cca849cdeea, hostName=ts-price-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-price-service, clock={"ts-basic-service":58,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":3,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-price-service.PriceController.query, type=sr, parentId=b216aae784bb9829, timestamp=1517211245287500, }
{traceId=a1a9c69b2072f55a, spanId=57515cca849cdeea, hostName=ts-price-service, destName=ts-basic-service, host=ts-price-service, clock={"ts-basic-service":58,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-basic-service, event=ts-price-service.PriceController.query, type=ss, parentId=b216aae784bb9829, timestamp=1517211245292500, }
{traceId=a1a9c69b2072f55a, spanId=57515cca849cdeea, hostName=ts-basic-service, srcName=ts-price-service, src=ts-price-service, host=ts-basic-service, clock={"ts-basic-service":59,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=b216aae784bb9829, timestamp=1517211245294500, }
{traceId=a1a9c69b2072f55a, spanId=633cdcf298f60d13, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":60,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":32,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=b216aae784bb9829, timestamp=1517211245295500, }
{traceId=a1a9c69b2072f55a, spanId=633cdcf298f60d13, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":60,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":33,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-station-service.StationController.queryForId, type=sr, parentId=b216aae784bb9829, timestamp=1517211245296500, }
{traceId=a1a9c69b2072f55a, spanId=633cdcf298f60d13, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":60,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":34,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=b216aae784bb9829, timestamp=1517211245299500, }
{traceId=a1a9c69b2072f55a, spanId=633cdcf298f60d13, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":61,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":34,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=b216aae784bb9829, timestamp=1517211245300500, }
{traceId=a1a9c69b2072f55a, spanId=2a0b18d4f37c9fc0, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":62,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":34,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForTravel, type=cs, parentId=b216aae784bb9829, timestamp=1517211245301500, }
{traceId=a1a9c69b2072f55a, spanId=2a0b18d4f37c9fc0, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":62,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":35,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-station-service.StationController.queryForId, type=sr, parentId=b216aae784bb9829, timestamp=1517211245302000, }
{traceId=a1a9c69b2072f55a, spanId=2a0b18d4f37c9fc0, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":62,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=b216aae784bb9829, timestamp=1517211245305000, }
{traceId=a1a9c69b2072f55a, spanId=2a0b18d4f37c9fc0, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":63,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-basic-service.BasicController.queryForTravel, type=cr, parentId=b216aae784bb9829, timestamp=1517211245305500, }
{traceId=a1a9c69b2072f55a, spanId=b216aae784bb9829, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":38,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForTravel, type=ss, parentId=7775d4647a93ccc1, timestamp=1517211245306500, }
{traceId=a1a9c69b2072f55a, spanId=b216aae784bb9829, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":39,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-ticketinfo-service.TicketInfoController.queryForTravel, type=cr, parentId=7775d4647a93ccc1, timestamp=1517211245308500, }
{traceId=a1a9c69b2072f55a, spanId=7775d4647a93ccc1, hostName=ts-ticketinfo-service, destName=ts-preserve-other-service, host=ts-ticketinfo-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":14,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-preserve-other-service, event=ts-ticketinfo-service.TicketInfoController.queryForTravel, type=ss, parentId=a1a9c69b2072f55a, timestamp=1517211245311500, }
{traceId=a1a9c69b2072f55a, spanId=7775d4647a93ccc1, hostName=ts-preserve-other-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-preserve-other-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":15,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-preserve-other-service.PreserveOtherController.preserve, type=cr, parentId=a1a9c69b2072f55a, timestamp=1517211245317000, }
{traceId=a1a9c69b2072f55a, spanId=e55f34da242d769b, hostName=ts-preserve-other-service, destName=ts-seat-service, host=ts-preserve-other-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":20,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-seat-service, event=ts-preserve-other-service.PreserveOtherController.preserve, type=cs, parentId=a1a9c69b2072f55a, timestamp=1517211245319000, }
{traceId=a1a9c69b2072f55a, spanId=e55f34da242d769b, hostName=ts-seat-service, srcName=ts-preserve-other-service, src=ts-preserve-other-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":21,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-seat-service.SeatController.create, type=sr, parentId=a1a9c69b2072f55a, timestamp=1517211245326000, }
{traceId=a1a9c69b2072f55a, spanId=c47f68a6888c5803, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":46,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":22,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-travel2-service, event=ts-seat-service.SeatController.create, type=cs, parentId=e55f34da242d769b, timestamp=1517211245328000, }
{traceId=a1a9c69b2072f55a, spanId=c47f68a6888c5803, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":47,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":22,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=sr, parentId=e55f34da242d769b, timestamp=1517211245329500, }
{traceId=a1a9c69b2072f55a, spanId=c146b148290baf6a, hostName=ts-travel2-service, destName=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":48,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":10,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":22,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-route-service, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=cs, parentId=c47f68a6888c5803, timestamp=1517211245333500, }
{traceId=a1a9c69b2072f55a, spanId=c146b148290baf6a, hostName=ts-route-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":48,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":11,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":22,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-route-service.RouteController.queryById, type=sr, parentId=c47f68a6888c5803, timestamp=1517211245335000, }
{traceId=a1a9c69b2072f55a, spanId=c146b148290baf6a, hostName=ts-route-service, destName=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":48,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":22,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-travel2-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=c47f68a6888c5803, timestamp=1517211245339000, }
{traceId=a1a9c69b2072f55a, spanId=c146b148290baf6a, hostName=ts-travel2-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":49,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":22,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=cr, parentId=c47f68a6888c5803, timestamp=1517211245340500, }
{traceId=a1a9c69b2072f55a, spanId=c47f68a6888c5803, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":50,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":22,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=ss, parentId=e55f34da242d769b, timestamp=1517211245341500, }
{traceId=a1a9c69b2072f55a, spanId=c47f68a6888c5803, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":50,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":23,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-seat-service.SeatController.create, type=cr, parentId=e55f34da242d769b, timestamp=1517211245343000, }
{traceId=a1a9c69b2072f55a, spanId=904744f2c43ffce9, hostName=ts-seat-service, destName=ts-order-other-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":50,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":24,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-order-other-service, event=ts-seat-service.SeatController.create, type=cs, parentId=e55f34da242d769b, timestamp=1517211245344000, }
{traceId=a1a9c69b2072f55a, spanId=904744f2c43ffce9, hostName=ts-order-other-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-order-other-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":50,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":24,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":9}, event=ts-order-other-service.OrderOtherController.getTicketListByDateAndTripId, type=sr, parentId=e55f34da242d769b, timestamp=1517211245345500, }
{traceId=a1a9c69b2072f55a, spanId=904744f2c43ffce9, hostName=ts-order-other-service, destName=ts-seat-service, host=ts-order-other-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":50,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":24,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":10}, dest=ts-seat-service, event=ts-order-other-service.OrderOtherController.getTicketListByDateAndTripId, type=ss, parentId=e55f34da242d769b, timestamp=1517211245349500, }
{traceId=a1a9c69b2072f55a, spanId=904744f2c43ffce9, hostName=ts-seat-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-seat-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-travel2-service":50,"ts-price-service":4,"ts-train-service":10,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-security-service":6,"ts-ticketinfo-service":40,"ts-preserve-other-service":16,"ts-seat-service":25,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":10}, event=ts-seat-service.SeatController.create, type=cr, parentId=e55f34da242d769b, timestamp=1517211245351000, }
